"Domain"	"Status"	"Study.Name"	"Genome.Name.Sample.Name"	"Sequencing.Center"	"IMG.Genome.ID."	"Phylum"	"Genus"	"Species"	"NCBI.Taxon.ID"	"RefSeq.Project.ID"	"NCBI.Project.ID"	"Genome.Completeness.."	"Culture.Type"	"Cultured"	"Depth"	"Ecosystem"	"Ecosystem.Category"	"Ecosystem.Subtype"	"Ecosystem.Type"	"Ecotype"	"Habitat"	"Isolation"	"Metabolism"	"Motility"	"Oxygen.Requirement"	"Phenotype"	"Salinity"	"Specific.Ecosystem"	"Sporulation"	"Temperature.Range"	"Genome.Size.....assembled"	"Gene.Count.....assembled"	"GC.....assembled"	"CDS.......assembled"	"rRNA.Count.....assembled"	"tRNA.Count.....assembled"	"Pseudo.Genes..."	"Horizontally.Transferred.."
"GCF_000010625.1_ASM1062v1"	"Bacteria"	"Finished"	"Microcystis aeruginosa NIES-843"	"Microcystis aeruginosa NIES-843"	"Kazusa DNA Research Institute"	641522640	"Cyanobacteria"	"Microcystis"	"Microcystis aeruginosa"	449447	59101	27835	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Lentic"	"Freshwater"	""	"Aquatic, Fresh water, Host"	"Lake Kasumigaura Ibaraki Japan from Otsuka, Shigeto"	""	"Nonmotile"	"Aerobe"	"Bloom forming, Pathogen, Toxic"	""	"Unclassified"	""	"Mesophile"	5842795	6360	0.42	99.25	6	42	0	18.62
"GCF_000021825.1_ASM2182v1"	"Bacteria"	"Finished"	"Cyanothece Sequencing CSP_777088"	"Cyanothece sp. PCC 7424"	"DOE Joint Genome Institute (JGI)"	643348533	"Cyanobacteria"	"Cyanothece"	"Cyanothece sp. PCC 7424"	65393	59025	20479	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Agricultural field"	""	"Fresh water"	"Rice fields in Senegal"	"Nitrogen fixation"	"Nonmotile"	"Anaerobe"	""	""	"Unclassified"	""	"Mesophile"	6554169	5933	0.39	99.11	9	44	2.87	13.35
"GCF_000147335.1_ASM14733v1"	"Bacteria"	"Finished"	"Cyanothece Sequencing CSP_777088"	"Cyanothece sp. PCC 7822"	"DOE Joint Genome Institute (JGI)"	648028021	"Cyanobacteria"	"Cyanothece"	"Cyanothece sp. PCC 7822"	497965	52547	28535	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Agricultural field"	""	"Fresh water"	"Rice fields in Cuttack, Orissa, India"	"Nitrogen fixation"	"Nonmotile"	"Aerobe"	""	""	"Unclassified"	""	"Mesophile"	7841948	7041	0.4	99.16	9	47	4.83	15.52
"GCF_000019485.1_ASM1948v1"	"Bacteria"	"Finished"	"Synechococcus sp. PCC 7002"	"Synechococcus sp. PCC 7002"	"Pennsylvania State University"	641522654	"Cyanobacteria"	"Synechococcus"	"Synechococcus sp. PCC 7002"	32049	59137	28247	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Sediment"	""	"Host, Marine, Mud"	"1961 from a mud sample that came from the fish pens from Magueyes Island in Puerto Rico"	""	"Motile"	"Facultative"	""	""	"Unclassified"	""	"Mesophile"	3409935	3237	0.49	98.42	6	44	0	58.67
"GCF_000009725.1_ASM972v1"	"Bacteria"	"Finished"	"Synechocystis sp. PCC 6803"	"Synechocystis sp. PCC 6803"	"Kazusa DNA Research Institute"	637000315	"Cyanobacteria"	"Synechocystis"	"Synechocystis sp. PCC 6803"	1148	57659	60	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Ponds"	"Freshwater"	""	"Aquatic, Fresh water"	"Freshwater lake in 1968"	""	"Motile"	"Facultative"	""	""	"Unclassified"	""	"Mesophile"	3947019	3628	0.47	98.37	6	43	0	89.8
"GCF_000143165.1_ASM14316v1"	"Bacteria"	"Finished"	"CSP_300140_795911"	"Dehalogenimonas lykanthroporepellens BL-DC-9"	"DOE Joint Genome Institute (JGI)"	648028022	"Chloroflexi"	"Dehalogenimonas"	"Dehalogenimonas lykanthroporepellens"	552811	48131	40221	NA	"Isolate"	"Yes"	"14 m"	"Engineered"	"Wastewater"	"Petrochemical"	"Industrial wastewater"	""	"Groundwater"	"Waste recovery well at the Petro-Processors of Louisiana, Inc. Superfund Site"	""	"Nonmotile"	"Anaerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	1686510	1771	0.55	97.12	3	47	3.44	32.24
"GCF_000025585.1_ASM2558v1"	"Bacteria"	"Finished"	"Dehalococcoides GT Proposal # 0160-051114"	"Dehalococcoides mccartyi GT"	"DOE Joint Genome Institute (JGI)"	646564526	"Chloroflexi"	"Dehalococcoides"	"Dehalococcoides mccartyi"	633145	42115	36645	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Groundwater"	"Freshwater"	""	"Fresh water, Groundwater"	"a chloroethene-contaminated aquifer"	"Dechlorinates Tetrachloroethene"	"Motile"	"Anaerobe"	""	""	"Contaminated"	"Nonsporulating"	"Mesophile"	1360154	1483	0.47	96.63	3	46	1.08	1.42
"GCF_000011905.1_ASM1190v1"	"Bacteria"	"Finished"	"Dehalococcoides ethenogenes 195"	"Dehalococcoides mccartyi 195"	"J. Craig Venter Institute (JCVI)"	637000089	"Chloroflexi"	"Dehalococcoides"	"Dehalococcoides mccartyi"	243164	57763	214	NA	"Isolate"	"Yes"	""	""	""	""	""	""	"Fresh water, Groundwater"	""	"Dechlorinates Tetrachloroethene"	"Motile"	"Anaerobe"	""	""	""	"Nonsporulating"	"Mesophile"	1469720	1647	0.49	96.54	3	46	0.61	7.53
"GCF_000025025.1_ASM2502v1"	"Bacteria"	"Finished"	"Dehalococcoides sp. strain VS"	"Dehalococcoides mccartyi VS"	"DOE Joint Genome Institute (JGI)"	646311919	"Chloroflexi"	"Dehalococcoides"	"Dehalococcoides mccartyi"	311424	42393	18811	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Groundwater"	"Freshwater"	""	"Fresh water, Groundwater"	"Texas"	"Dechlorinates Tetrachloroethene"	"Motile"	"Anaerobe"	""	""	"Contaminated"	"Nonsporulating"	"Mesophile"	1413462	1489	0.47	96.57	3	46	0	2.48
"GCF_000021685.1_ASM2168v1"	"Bacteria"	"Finished"	"Thermomicrobium roseum DSM 5159"	"Thermomicrobium roseum DSM 5159"	"J. Craig Venter Institute (JCVI)"	643348582	"Chloroflexi"	"Thermomicrobium"	"Thermomicrobium roseum"	309801	59341	32569	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Thermal springs"	""	""	"Toadstool Spring in Yellowstone National Park"	""	"Nonmotile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Thermophile"	2920744	2901	0.64	98.38	3	44	0	30.23
"GCF_000024985.1_ASM2498v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Sphaerobacter thermophilus 4ac11, DSM 20745"	"DOE Joint Genome Institute (JGI)"	646311953	"Chloroflexi"	"Sphaerobacter"	"Sphaerobacter thermophilus"	479434	41997	21087	NA	"Isolate"	"Yes"	""	"Engineered"	"Wastewater"	"Unclassified"	"Unclassified"	""	"Sludge, Wastewater"	"thermal treated municipal sewage sludge from Munchen-Grosslappen, Germany"	""	"Nonmotile"	"Obligate aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Thermophile"	3993764	3585	0.68	98.33	6	50	1.12	47.2
"GCF_000025005.1_ASM2500v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Thermobaculum terrenum YNP1, ATCC BAA-798"	"DOE Joint Genome Institute (JGI)"	646311962	"Chloroflexi"	"Thermobaculum"	"terrenum"	525904	42011	29523	NA	"Isolate"	"Yes"	"0 meters"	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	""	"Soil"	"Soil in Yellowstone National Park, Wyoming, USA"	""	"Nonmotile"	"Obligate aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Thermophile"	3101581	2933	0.54	97.95	6	51	1.4	0.85
"GCA_000018565.1_ASM1856v1"	"Bacteria"	"Finished"	"Chloroflexi, 7 species"	"Herpetosiphon aurantiacus DSM 785"	"DOE Joint Genome Institute (JGI)"	2508501111	"Chloroflexi"	"Herpetosiphon"	"Herpetosiphon aurantiacus"	316274	0	16523	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Lentic"	"Freshwater"	""	"Aquatic, Fresh water, Hot spring"	"Birch Lake in Minnesota"	""	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	6785430	5654	0.51	98.64	15	51	1.45	0.9
"GCF_000021945.1_ASM2194v1"	"Bacteria"	"Finished"	"Chloroflexi, 7 species"	"Chloroflexus aggregans DSM 9485"	"DOE Joint Genome Institute (JGI)"	643348527	"Chloroflexi"	"Chloroflexus"	"Chloroflexus aggregans"	326427	58621	16708	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Thermal springs"	""	"Aquatic, Fresh water, Hot spring"	"Hot spring in Japan"	""	"Motile"	"Facultative"	"Green non-sulfur"	""	"Unclassified"	""	"Thermophile"	4684931	3895	0.56	98.54	9	48	2.77	5.47
"GCF_000022185.1_ASM2218v1"	"Bacteria"	"Finished"	"Chloroflexi, 7 species"	"Chloroflexus sp. Y-400-fl"	"DOE Joint Genome Institute (JGI)"	643692015	"Chloroflexi"	"Chloroflexus"	"Chloroflexus sp. Y-400-fl"	480224	59085	21119	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Thermal springs"	""	"Aquatic, Fresh water, Hot spring"	"Alkaline hot spring in Little Long Lake in Wisconsin"	""	"Motile"	""	""	""	"Unclassified"	""	"Mesophile"	5268950	4305	0.57	98.65	9	49	2.04	1.86
"GCF_000016665.1_ASM1666v1"	"Bacteria"	"Finished"	"Chloroflexi, 7 species"	"Roseiflexus sp. RS-1"	"DOE Joint Genome Institute (JGI)"	640427139	"Chloroflexi"	"Roseiflexus"	"Roseiflexus sp. RS-1"	357808	58523	16190	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Thermal springs"	""	"Hot spring, Marine"	"Phototrophic microbial mats of Octopus Spring in Yellowstone National Park at 60?C"	""	"Motile"	"Facultative"	""	""	"Unclassified"	"Nonsporulating"	"Thermophile"	5801598	4693	0.6	98.47	6	48	2.22	8.63
"GCF_000017805.1_ASM1780v1"	"Bacteria"	"Finished"	"Chloroflexi, 7 species"	"Roseiflexus castenholzii HLO8, DSM 13941"	"DOE Joint Genome Institute (JGI)"	640753047	"Chloroflexi"	"Roseiflexus"	"Roseiflexus castenholzii"	383372	58287	13462	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Thermal springs"	""	"Aquatic, Hot spring, Marine"	"Hot spring microbial mat"	""	"Motile"	"Facultative"	""	""	"Unclassified"	"Nonsporulating"	"Thermophile"	5723298	4509	0.61	98.76	6	48	2.73	8.65
"GCF_000199675.1_ASM19967v1"	"Bacteria"	"Finished"	"Anaerolinea thermophila UNI-1"	"Anaerolinea thermophila UNI-1"	"National Institute of Technology and Evaluation"	649633005	"Chloroflexi"	"Anaerolinea"	"Anaerolinea thermophila"	926569	62245	60099	NA	"Isolate"	"Yes"	""	"Engineered"	"Wastewater"	"Unclassified"	"Unclassified"	""	"Fresh water, Sludge, Wastewater"	"Thermophilic granular sludge"	""	""	""	""	""	"Unclassified"	"Nonsporulating"	"Thermophile"	3532378	3224	0.54	98.2	6	50	0	40.38
"GCF_000023845.1_ASM2384v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Cryptobacterium curtum 12-3, DSM 15641"	"DOE Joint Genome Institute (JGI)"	644736346	"Actinobacteria"	"Cryptobacterium"	"Cryptobacterium curtum"	469378	59041	20739	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Oral"	"Digestive system"	""	"Host, Human, Human oral cavity"	"Periodontal pocket of an adult patient with periodontal disease in 1995"	""	"Nonmotile"	"Obligate anaerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	1617804	1421	0.51	95.99	9	47	0.49	8.52
"GCF_000270285.1_ASM27028v1"	"Bacteria"	"Finished"	"Eggerthella sp. YY7918"	"Eggerthella sp. YY7918"	"Gifu University"	650716034	"Actinobacteria"	"Eggerthella"	"Eggerthella sp. YY7918"	502558	68707	67615	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Unclassified"	"Digestive system"	""	"Host"	"Adult Human Intestine"	""	""	""	""	""	"Unclassified"	""	""	3123671	2730	0.56	98.17	6	44	0	12.34
"GCF_000210055.1_ASM21005v1"	"Bacteria"	"Finished"	"Human Microbiome Project (HMP) Reference Genomes"	"Gordonibacter pamelaeae 7-10-1-bT, DSM 19378"	"Wellcome Trust Sanger Institute"	650377943	"Actinobacteria"	"Gordonibacter"	"Gordonibacter pamelaeae"	657308	0	39175	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Unclassified"	"Unclassified"	""	"Host, Human intestinal microflora"	"sigmoid colon biopsy from University-Hospital Schleswig-Holstein, Kiel, Germany"	""	"Motile"	"Obligate anaerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3608022	2077	0.65	97.59	3	47	0	15.41
"GCF_000024265.1_ASM2426v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Eggerthella lenta VPI 0255, DSM 2243"	"DOE Joint Genome Institute (JGI)"	644736358	"Actinobacteria"	"Eggerthella"	"Eggerthella lenta"	479437	59079	21093	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Unclassified"	"Unclassified"	""	"Host, Human"	"Rectal tumor"	""	"Nonmotile"	"Anaerobe"	"Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3632260	3184	0.64	98.08	9	48	1.66	7.1
"GCF_000023885.1_ASM2388v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Slackia heliotrinireducens RHS 1, DSM 20476"	"DOE Joint Genome Institute (JGI)"	644736405	"Actinobacteria"	"Slackia"	"Slackia heliotrinireducens"	471855	59051	20831	NA	"Isolate"	"Yes"	""	"Host-associated"	"Mammals"	"Foregut"	"Digestive system"	""	"Host"	"Sheep rumen, Australia"	"Pyrrolizidine alkaloids metabolizer"	"Nonmotile"	"Obligate anaerobe"	""	""	"Rumen"	"Nonsporulating"	"Mesophile"	3165038	2852	0.6	98.11	6	48	1.16	27.88
"GCF_000024225.1_ASM2422v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Atopobium parvulum IPP 1246, DSM 20469"	"DOE Joint Genome Institute (JGI)"	644736327	"Actinobacteria"	"Atopobium"	"Atopobium parvulum"	521095	59195	29401	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Oral"	"Digestive system"	""	"Host, Human"	"Gingival crevices of the human oral cavity"	""	"Nonmotile"	"Obligate anaerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	1543805	1422	0.46	96.27	4	45	1.13	6.96
"GCF_000143845.1_ASM14384v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Olsenella uli VPI, DSM 7084"	"DOE Joint Genome Institute (JGI)"	648028047	"Actinobacteria"	"Olsenella"	"Olsenella uli"	633147	51367	36641	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Oral"	"Digestive system"	""	"Host, Human"	"plaque from human gingival crevices"	""	"Nonmotile"	"Anaerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	2051896	1841	0.65	97.01	3	49	2.55	13.15
"GCF_000195315.1_ASM19531v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Coriobacterium glomerans PW2, DSM 20642"	"DOE Joint Genome Institute (JGI)"	2503538010	"Actinobacteria"	"Coriobacterium"	"Coriobacterium glomerans"	700015	65787	42699	NA	"Isolate"	"Yes"	""	"Host-associated"	"Insecta"	"Unclassified"	"Digestive system"	""	"Host, Insect"	"Intestinal tract of the red soldier bug"	""	"Nonmotile"	"Obligate anaerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	2115681	1858	0.6	97.09	6	45	1.94	22.82
"GCF_000177615.2_ASM17761v2"	"Bacteria"	"Finished"	"CSP_776749"	"Frankia symbiont of Datisca glomerata Dg1"	"DOE Joint Genome Institute (JGI)"	2506783011	"Actinobacteria"	"Frankia"	"Frankia symbiont of Datisca glomerata"	656024	46257	39113	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Rhizoplane"	""	"Host, Plant symbiont, Root nodule, Soil"	"from root nodules of the American suffruticose endemic Datisca glomerata (C. Presl) Baill. (Durango root)"	"Nitrogen fixation"	"Nonmotile"	"Aerobe"	"Non-Pathogen"	""	"Unclassified"	"Sporulating"	"Mesophile"	5323186	4579	0.7	98.86	6	44	7.1	0.02
"GCF_000058485.1_ASM5848v1"	"Bacteria"	"Finished"	"Frankia alni ACN14a"	"Frankia alni ACN14a"	"CEA Genoscope"	637000115	"Actinobacteria"	"Frankia"	"Frankia alni"	326424	58695	17403	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Unclassified"	""	"Host, Soil"	"Green alder growing in Tadoussac Canada"	"Nitrogen fixation"	"Nonmotile"	"Aerobe"	"Non-Pathogen"	""	"Unclassified"	"Sporulating"	"Mesophile"	7497934	6795	0.73	98.94	6	46	0.18	6.31
"GCF_000013345.1_ASM1334v1"	"Bacteria"	"Finished"	"Frankia sp. strain CcI3 Sequencing"	"Frankia sp. CcI3"	"DOE Joint Genome Institute (JGI)"	637000116	"Actinobacteria"	"Frankia"	"Frankia sp. CcI3"	106370	58397	13963	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Rhizoplane"	""	"Host, Plant symbiont, Soil"	"Root nodules of Casuarina cunninghamiana in 1983 at Harvard Forest"	"Nitrogen fixation"	"Nonmotile"	"Aerobe"	"Non-Pathogen"	""	"Unclassified"	"Sporulating"	"Mesophile"	5433628	4621	0.7	98.42	6	46	1.06	3.27
"GCF_000018005.1_ASM1800v1"	"Bacteria"	"Finished"	"Frankia sp. strain CcI3 Sequencing"	"Frankia sp. EAN1pec"	"DOE Joint Genome Institute (JGI)"	641228492	"Actinobacteria"	"Frankia"	"Frankia sp. EAN1pec"	298653	58367	13915	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Unclassified"	""	"Host, Plant symbiont, Soil"	"Kettering Research Laboratory in Ohio by M Lalonde in 1978"	"Nitrogen fixation"	"Nonmotile"	"Aerobe"	"Non-Pathogen"	""	"Unclassified"	"Sporulating"	"Mesophile"	8982042	7250	0.71	99.19	9	47	0.01	3.61
"GCF_000166135.1_ASM16613v1"	"Bacteria"	"Finished"	"CSP_787505, Five Frankia Strains"	"Frankia sp. EuI1c"	"DOE Joint Genome Institute (JGI)"	649633045	"Actinobacteria"	"Frankia"	"Frankia sp. EuI1c"	298654	42615	37913	NA	"Isolate"	"Yes"	""	""	""	""	""	""	"Host, Plant symbiont, Soil"	""	"Nitrogen fixation"	"Nonmotile"	"Aerobe"	"Non-Pathogen"	""	""	"Sporulating"	"Mesophile"	8815781	7262	0.72	99.22	9	46	1.68	0.04
"GCF_000015025.1_ASM1502v1"	"Bacteria"	"Finished"	"Acidothermus cellulolyticus"	"Acidothermus cellulolyticus 11B"	"DOE Joint Genome Institute (JGI)"	639633001	"Actinobacteria"	"Acidothermus"	"Acidothermus cellulolyticus"	351607	58501	16097	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Thermal springs"	""	"Aquatic, Fresh water, Hot spring"	"Acid hot spring in Yellowstone"	"Biomass degrader, Cellulose degrader"	""	"Aerobe"	"Acidophile, Non-Pathogen"	""	"Unclassified"	"Sporulating"	"Thermophile"	2443540	2229	0.67	96.95	3	46	0.18	8.25
"GCF_000023405.1_ASM2340v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Brachybacterium faecium 6-10, DSM 4810"	"DOE Joint Genome Institute (JGI)"	644736331	"Actinobacteria"	"Brachybacterium"	"Brachybacterium faecium"	446465	58649	17026	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	""	"Soil"	"Poultry deep litter"	"Sugars fermentor"	"Nonmotile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3614992	3189	0.72	98.12	9	50	1.91	1.57
"GCF_000025205.1_ASM2520v1"	"Bacteria"	"Finished"	"Human Microbiome Project (HMP) Reference Genomes"	"Gardnerella vaginalis 409-05"	"J. Craig Venter Institute (JCVI)"	646311928	"Actinobacteria"	"Gardnerella"	"Gardnerella vaginalis"	553190	43211	31001	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Vagina"	"Reproductive system"	""	"Host, Vagina"	"Human vaginal flora"	""	""	"Obligate anaerobe"	"Fastidious"	""	"Unclassified"	""	"Mesophile"	1617545	1312	0.42	95.88	6	45	0	5.64
"GCF_000213955.1_ASM21395v1"	"Bacteria"	"Finished"	"Human Microbiome Project (HMP) Reference Genomes"	"Gardnerella vaginalis HMP9231"	"J. Craig Venter Institute (JCVI)"	651053027	"Actinobacteria"	"Gardnerella"	"Gardnerella vaginalis"	1009464	162045	51067	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Vagina"	"Reproductive system"	""	"Host, Human oral cavity, Vagina"	"Human vagina"	""	""	"Anaerobe"	""	""	"Unclassified"	""	"Mesophile"	1726519	1370	0.41	96.13	6	45	0	2.55
"GCF_000024445.1_ASM2444v1"	"Bacteria"	"Finished"	"Bifidobacterium dentium Bd1"	"Bifidobacterium dentium Bd1"	"National University of Ireland, University of Parma, Agencourt Bioscience"	646311910	"Actinobacteria"	"Bifidobacterium"	"Bifidobacterium dentium"	401473	43091	17583	NA	"Isolate"	"Yes"	""	"Host-associated"	"Animal"	"Unclassified"	"Digestive system"	""	"Host, Human oral cavity"	"dental caries"	""	"Nonmotile"	"Anaerobe"	"Commensal, Non-Pathogen, Probiotic"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	2636367	2197	0.59	96.9	13	55	0	0.73
"GCF_000010425.1_ASM1042v1"	"Bacteria"	"Finished"	"Bifidobacterium adolescentis ATCC 15703"	"Bifidobacterium adolescentis ATCC 15703"	"Gifu University"	639633010	"Actinobacteria"	"Bifidobacterium"	"Bifidobacterium adolescentis"	367928	58559	16321	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Unclassified"	"Digestive system"	""	"Host, Intestinal tract"	"human adult intestine"	""	"Nonmotile"	"Anaerobe"	"Non-Pathogen, Probiotic"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	2089645	1709	0.59	95.44	16	54	0	4.39
"GCF_000165905.1_ASM16590v1"	"Bacteria"	"Finished"	"Bifidobacterium bifidum PRL2010"	"Bifidobacterium bifidum PRL2010"	"University of Parma"	649633015	"Actinobacteria"	"Bifidobacterium"	"Bifidobacterium bifidum"	702459	59883	42863	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Large intestine"	"Digestive system"	""	"Feces, Gastrointestinal tract, Host, Intestinal tract"	"human feces in Korea"	""	"Nonmotile"	"Anaerobe"	"Non-Pathogen, Probiotic"	""	"Fecal"	"Nonsporulating"	"Mesophile"	2214656	1767	0.63	96.55	9	52	0	1.41
"GCF_000213865.1_ASM21386v1"	"Bacteria"	"Finished"	"Human Microbiome Project (HMP) Reference Genomes"	"Bifidobacterium breve ACS-071-V-Sch8b"	"J. Craig Venter Institute (JCVI)"	651053005	"Actinobacteria"	"Bifidobacterium"	"Bifidobacterium breve"	866777	158863	51077	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Vagina"	"Reproductive system"	""	"Host, Human vaginal microflora"	"Human vagina"	""	"Nonmotile"	"Anaerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	2327492	1890	0.59	96.61	9	53	0	1.11
"GCF_000092325.1_ASM9232v1"	"Bacteria"	"Finished"	"Bifidobacterium longum longum JDM301"	"Bifidobacterium longum longum JDM301"	"Shanghai Jiao Tong University"	646564512	"Actinobacteria"	"Bifidobacterium"	"Bifidobacterium longum"	759350	49131	47579	NA	"Isolate"	"Yes"	""	"Host-associated"	""	""	""	""	"Host, Human vaginal microflora"	""	""	"Nonmotile"	""	""	""	""	"Nonsporulating"	"Mesophile"	2477838	2022	0.6	96.83	9	55	0	1.83
"GCF_000210755.1_ASM21075v1"	"Bacteria"	"Finished"	"Human Microbiome Project (HMP) Reference Genomes"	"Bifidobacterium longum longum F8"	"Wellcome Trust Sanger Institute"	650377912	"Actinobacteria"	"Bifidobacterium"	"Bifidobacterium longum"	722911	0	45963	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Large intestine"	"Digestive system"	""	"Feces, Gastrointestinal tract, Host, Human fecal"	"Human feces"	""	"Nonmotile"	"Anaerobe"	""	""	"Fecal"	"Nonsporulating"	"Mesophile"	2384987	1744	0.6	96.44	3	57	0	0.4
"GCF_000022705.1_ASM2270v1"	"Bacteria"	"Finished"	"Bifidobacterium animalis lactis Bl-04, ATCC SD5219"	"Bifidobacterium animalis lactis Bl-04, ATCC SD5219"	"Danisco France SAS, Pennsylvania State University, Danisco Inc."	644736329	"Actinobacteria"	"Bifidobacterium"	"Bifidobacterium animalis"	580050	59359	32897	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Large intestine"	"Digestive system"	""	"Feces, Gastrointestinal tract, Host, Intestinal tract"	"feces of healthy Mongolian infants in China"	""	"Nonmotile"	"Anaerobe"	"Non-Pathogen, Probiotic"	""	"Fecal"	"Nonsporulating"	"Mesophile"	1938709	1631	0.6	96.08	12	52	0	0.06
"GCF_000224965.2_ASM22496v2"	"Bacteria"	"Finished"	"Bifidobacterium animalis subsp. lactis BLC1"	"Bifidobacterium animalis lactis BLC1"	"University of Parma"	2511231214	"Actinobacteria"	"Bifidobacterium"	"Bifidobacterium animalis"	1075106	158867	71815	NA	"Isolate"	"Yes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1943990	1622	0.6	96.05	12	52	0.55	0.06
"GCF_000196535.1_ASM19653v1"	"Bacteria"	"Finished"	"Human Microbiome Project (HMP) Reference Genomes"	"Mobiluncus curtisii ATCC 43063"	"Baylor College of Medicine"	648028043	"Actinobacteria"	"Mobiluncus"	"Mobiluncus curtisii"	548479	49695	31519	NA	"Isolate"	"Yes"	""	"Host-associated"	"Animal"	"Unclassified"	"Reproductive system"	""	"Host"	"vaginal secretions, France"	""	""	"Anaerobe"	""	""	"Unclassified"	""	"Mesophile"	2146480	1965	0.55	97.15	6	46	0	1.48
"GCF_000092365.1_ASM9236v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Arcanobacterium haemolyticum CCM, DSM 20595"	"DOE Joint Genome Institute (JGI)"	646564505	"Actinobacteria"	"Arcanobacterium"	"Arcanobacterium haemolyticum"	644284	49489	37925	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Unclassified"	"Unclassified"	""	"Host, Human"	"infections amongst American soldiers"	""	"Nonmotile"	"Anaerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	1986154	1885	0.53	96.6	12	50	4.77	4.67
