"Tyr" "His" "Phe" "Asn" "Gln" "Lys" "Glu" "Asp" "Cys" "Ser2" "Ile" "S_avg"
"GCA_000227685.3_ASM22768v3" 0.6207 0.26 1.65 1.2892 1.1241 0.6103 -0.0514 0.8388 0.9473 1.0462 0.8587 1.1212
"GCF_000015345.1_ASM1534v1" -0.4958 0.1693 -0.7572 -0.1023 -1.0022 -0.5277 -0.2023 0.1271 -0.2187 -0.2867 -0.1376 -0.3555
"GCF_000007705.1_ASM770v1" 1.6253 1.1004 0.3009 1.313 -0.1919 0.6526 -0.9767 0.58 0.273 1.2577 1.1152 1.0431
"GCF_000283535.1_ASM28353v1" 1.549 1.1158 1.413 1.8157 0.7797 0.5133 -0.8311 0.5875 0.5623 1.5695 0.9422 1.3602
"GCF_000021025.1_ASM2102v1" 1.7416 2.449 1.513 1.8 0.1682 1.687 -1.2804 0.9139 1.1403 Inf 0.67 1.3238
"GCF_000196295.1_ASM19629v1" 1.1761 0.4218 1.491 1.619 -1.0687 -2.1582 -0.7327 0.132 0.2432 0.4625 1.0507 1.3938
"GCF_000020105.1_ASM2010v1" 1.4081 1.6617 0.6216 0.4392 -1.0892 -2.0272 -0.684 0.7955 1.204 1.6919 0.7771 0.7457
"GCF_000026965.1_ASM2696v1" 1.6534 1.0242 0.6603 0.8566 -1.0662 -1.7256 -0.6118 0.5168 1.2732 1.5159 0.4879 0.7815
"GCF_000024165.1_ASM2416v1" 0.7659 0.4962 1.0851 0.9609 0.9824 0.8508 -0.3147 0.2107 0.5577 0.2508 0.56 0.8084
"GCF_000236665.1_ASM23666v1" 1.3658 0.4914 2.1722 1.2108 0.0626 1.2014 -1.1108 0.4097 -0.0641 1.6154 0.9854 1.3688
"GCF_000012425.1_ASM1242v1" 1.4371 1.0796 1.6562 0.9998 0.595 1.654 -0.9 0.6554 1.133 1.2033 0.9448 1.1965
"GCF_000025965.1_ASM2596v1" 0.8823 0.6874 1.6193 0.8672 1.5969 0.7313 -0.1266 1.0636 0.5874 0.9948 1.3415 1.2168
"GCF_000021765.1_ASM2176v1" 0.9031 1.1254 1.8734 1.4974 1.0539 1.0884 -0.3324 0.7412 0.7003 0.7023 0.9932 1.3174
"GCF_000061505.1_ASM6150v1" 1.058 1.1151 2.3739 1.6108 0.4597 1.5157 -0.8485 0.8967 0.3969 0.9929 1.4059 1.6419
"GCF_000253115.1_ASM25311v1" 0.7729 0.8716 0.801 0.6241 0.0818 0.479 -0.7919 0.5717 1.2647 0.819 0.5993 0.684
"GCF_000015725.1_ASM1572v1" 1.3877 1.0194 1.3041 1.8893 0.8594 0.7883 0.1436 0.8988 -0.1191 1.431 1.199 1.3894
"GCF_000019785.1_ASM1978v1" 0.8187 0.3869 1.3893 0.9876 0.3572 1.5287 -0.4882 0.9723 1.076 0.8784 1.0664 1.097
"GCF_000013605.1_ASM1360v1" 1.2953 0.4244 0.1345 0.5292 -0.1297 0.1879 -0.5552 0.675 0.5427 0.9451 0.2356 0.4231
"GCF_000013865.1_ASM1386v1" 1.0122 1.0044 0.5845 0.7898 0.5181 0.3625 -0.4019 0.7092 0.6823 0.4609 0.3774 0.6147
"GCF_000015505.1_ASM1550v1" 0.4217 0.5178 0.5835 1.2297 0.4521 0.7108 -0.6341 0.9132 0.5019 0.4471 0.392 0.6108
"GCF_000015565.1_ASM1556v1" 0.7491 0.1848 0.5809 1.2876 0.2835 0.8393 -0.656 1.1637 1.5988 1.0021 0.8188 0.8412
"GCF_000176855.2_ASM17685v2" 0.6771 0.9784 1.2855 1.1997 0.7216 1.5007 -0.4954 1.3586 -0.1777 0.876 1.3004 1.1744
"GCF_000015325.1_ASM1532v1" 0.4243 1.1137 1.792 1.1777 1.2596 1.7142 -0.4524 0.9164 0.5227 0.5059 0.9517 1.12
"GCF_000022305.1_ASM2230v1" 1.5053 1.0163 1.2237 1.4108 0.2325 1.183 -0.5193 0.9318 1.9562 0.5489 0.8343 1.1552
"GCF_000179015.2_ASM17901v2" 1.2538 1.4714 1.4613 0.9847 0.6454 0.7226 -0.067 1.231 1.5323 1.0728 1.5067 1.3431
"GCF_000018665.1_ASM1866v1" 1.5044 1.2042 1.3099 1.9048 -0.1147 1.5356 -0.9248 0.967 Inf 0.6066 1.2673 1.4654
"GCF_000023345.1_ASM2334v1" 0.8346 1.0599 1.387 1.1255 0.4409 0.9339 -0.7149 1.1054 0.4117 1.5136 0.623 0.9617
"GCF_000184745.1_ASM18474v1" 0.897 1.1603 1.7087 0.7924 -0.0303 0.8323 -0.8883 1.1132 Inf 1.1156 0.4143 0.9073
"GCF_000215705.1_ASM21570v1" 0.5251 1.2114 1.3744 1.1683 1.1823 0.7392 -0.0502 1.0406 Inf 1.7086 1.4138 1.2159
"GCF_000013625.1_ASM1362v1" 1.622 1.4891 1.2412 1.2258 -1.0392 -1.0283 -1.2917 0.6015 0.3852 1.5857 0.7632 1.1101
"GCF_000026125.1_ASM2612v1" 0.6531 0.6859 0.7461 0.7074 -0.417 -0.2796 -0.981 0.4092 0.0485 0.8781 0.8404 0.7631
"GCF_000143225.1_ASM14322v1" 1.3873 1.8222 2.1445 2.111 -0.3703 1.2703 -1.2017 0.842 1.0702 1.1396 0.9991 1.5723
"GCF_000221045.1_ASM22104v1" 0.7194 0.3157 1.3322 0.8408 -0.0122 0.5664 -0.9288 0.6347 1.792 0.5313 1.1013 1.043
"GCF_000016345.1_ASM1634v1" 1.4405 2.3112 1.0317 1.9017 -0.4875 0.2345 -0.2629 0.8559 0.5187 1.6691 0.0227 1.0345
"GCF_000019745.1_ASM1974v1" 1.9098 0.9222 1.4841 1.9587 -0.8296 -0.3244 -1.6285 0.9669 2.0252 1.4771 1.1943 1.6873
"GCF_000196015.1_ASM19601v1" 1.3773 1.3646 1.6646 1.6739 0.5392 1.9967 -0.6958 0.8336 1.725 2.1717 0.744 1.2768
"GCA_000009285.2_ASM928v2" 1.3882 1.1647 1.2398 1.3567 0.6688 1.5381 -0.6256 1.0708 1.9205 1.0271 1.0381 1.2138
"GCF_000203875.1_ASM20387v1" 1.4333 1.2888 1.2454 1.5313 0.3172 1.3895 -0.6203 1.0003 2.5582 1.2075 0.7829 1.1698
"GCF_000020205.1_ASM2020v1" 0.9951 1.3042 1.5551 1.5022 -0.0187 1.2824 -0.6151 1.0891 1.9386 1.3989 0.7623 1.1556
"GCF_000009125.1_ASM912v1" 1.1843 1.0644 1.3441 1.5734 0.0298 1.429 -0.5567 0.8076 1.0755 1.3427 0.7942 1.1683
"GCF_000215325.1_ASM21532v1" 1.246 1.3972 1.1045 1.8351 0.1085 1.4156 -0.5497 0.7626 0.8928 1.3756 0.3855 1.0174
"GCF_000198775.1_ASM19877v1" 1.2227 -0.0636 1.4954 1.4974 -0.6481 0.8226 -0.4144 0.8971 -0.2126 1.8216 0.6245 1.1908
"GCF_000020045.1_ASM2004v1" 1.3348 1.2906 1.4831 1.2987 0.2938 1.5452 -0.6995 0.9404 0.4597 0.942 0.5629 1.073
"GCF_000092885.1_ASM9288v1" 1.4535 1.2613 1.677 1.7447 0.3367 1.4384 -0.9041 0.7684 1.0625 1.0829 0.6251 1.2623
"GCF_000176935.3_ASM17693v3" 1.1266 1.4411 1.4145 1.3914 0.057 1.4499 -0.9534 0.9014 0.3838 1.3436 0.6906 1.0936
"GCF_000148685.1_ASM14868v1" 1.3058 1.6723 1.3947 1.537 0.1299 1.5453 -0.9379 0.823 -0.0039 1.3577 0.6772 1.1505
"GCF_000013645.1_ASM1364v1" 1.1586 1.1598 1.4784 1.4415 -0.0201 1.2285 -0.9756 0.7815 0.3982 0.5758 0.6136 1.1016
"GCF_000236065.1_ASM23606v1" 0.7116 0.8245 1.5518 1.2054 0.3844 1.4574 -0.7073 0.5359 0.4086 0.76 0.2841 0.8592
"GCF_000020125.1_ASM2012v1" 1.0693 1.1894 1.5087 1.2384 -0.3053 1.3064 -1.0369 0.7004 0.145 1.5552 0.5814 1.0321
"GCF_000022645.2_ASM2264v1" 0.6054 1.0611 1.5582 0.8574 0.6096 1.3122 -0.7594 0.5706 2.5939 2.2567 0.6306 0.9117
"GCF_000194745.1_ASM19474v1" 1.2073 1.1344 2.0125 1.3062 0.4078 1.5051 -0.8487 0.6302 0.4883 0.8325 0.7994 1.2934
"GCF_000010545.1_ASM1054v1" 1.1897 1.6093 2.1542 1.6126 0.6053 1.717 -0.4883 0.5089 1.2532 1.1136 0.5879 1.2935
"GCF_000016205.1_ASM1620v1" 1.0586 1.4751 2.3585 1.7966 0.4008 2.0492 -0.6452 0.771 1.2818 1.7114 0.8089 1.4514
"GCF_000203955.1_ASM20395v1" 1.4466 1.4948 1.9001 1.9096 0.5007 1.5129 -0.4604 0.9042 0.6532 1.6291 0.5767 1.3378
"GCF_000009485.1_ASM948v1" 1.2027 1.7264 2.3469 1.7613 0.5281 1.6943 -0.4544 0.7282 0.5914 1.3476 0.688 1.428
"GCF_000012945.1_ASM1294v1" 1.3586 1.4736 1.3757 1.7642 0.1722 1.7944 -0.4054 0.8897 0.1161 1.1159 0.6947 1.2097
"GCF_000019925.1_ASM1992v1" 1.2464 1.446 2.1379 1.8089 0.4197 1.6883 -0.607 0.8036 0.5131 1.8625 0.7527 1.41
"GCF_000012365.1_ASM1236v1" 1.211 1.5598 1.9424 1.3483 0.3829 1.2236 -0.5827 0.5038 0.8595 1.0906 0.4994 1.1564
"GCF_000015465.1_ASM1546v1" 1.1251 1.0024 1.5197 1.5186 0.3679 1.2965 -0.5896 0.3655 1.0556 0.8893 0.3729 1.0323
"GCF_000011545.1_ASM1154v1" 0.9998 1.2508 1.4374 0.8291 0.3763 1.4305 -0.4921 0.3541 1.0987 1.306 0.4471 0.8625
"GCF_000209655.1_ASM20965v1" 0.6776 0.6765 0.4312 0.9311 -0.1325 -0.2308 -0.8766 0.6261 0.6104 1.5649 0.4367 0.5869
"GCF_000070465.1_ASM7046v1" 0.8382 0.7532 1.2609 1.48 -1.0398 1.0211 -1.0893 0.9657 0.8931 2.5173 0.9301 1.1426
"GCF_000165835.1_ASM16583v1" 0.9612 1.3215 1.576 1.3806 -0.0384 1.2694 -1.0194 0.9616 -0.0543 1.4556 0.6979 1.1176
"GCF_000195675.1_ASM19567v1" 0.6644 0.5626 1.3085 1.2701 0.5162 0.819 -0.4089 0.6361 0.5355 0.3496 0.5831 0.941
"GCF_000226625.1_ASM22662v1" 0.8154 1.3916 1.8857 0.9728 -1.7026 -1.2148 -1.0961 0.9029 1.0301 1.3224 1.0516 1.1721
"GCF_000185745.1_ASM18574v1" 0.9602 1.8666 2.3998 1.5205 -2.3994 -2.1372 -0.7956 0.922 0.443 0.6073 1.5172 1.6138
"GCF_000012745.1_ASM1274v1" 0.8266 1.0041 1.4521 1.5143 0.603 0.7778 -0.4167 0.8844 0.5719 1.5186 0.6131 1.0479
"GCF_000093025.1_ASM9302v1" 1.5391 1.4005 1.679 1.5534 -1.2502 -1.6845 -0.8038 0.3624 -1.1839 0.7981 0.7856 1.3027
"GCF_000023705.1_ASM2370v1" 2.3649 1.7019 1.8156 2.228 -2.6132 -1.798 -0.735 1.066 -0.7116 1.1351 1.4294 1.8938
"GCF_000023745.1_ASM2374v1" 1.7255 1.686 1.2245 1.5739 -1.1255 0.991 -0.7149 0.9725 -0.0541 0.2344 0.5696 1.1798
"GCF_000013705.1_ASM1370v1" 0.6595 0.9204 0.6106 0.8694 -0.3253 0.7062 -1.0111 0.1175 -0.1982 0.4795 0.3733 0.5876
"GCF_000025705.1_ASM2570v1" 0.6082 0.8037 0.2716 1.3507 0.3235 0.7459 -0.3576 0.8061 0.2919 0.8897 1.1466 0.8687
"GCF_000145255.1_ASM14525v1" 0.665 0.6352 0.6388 0.8095 -0.2825 0.1639 -0.6965 0.2848 0.3521 0.4778 0.488 0.6528
"GCF_000196355.1_ASM19635v1" 0.4923 1.0694 0.408 0.785 0.9948 0.4142 -0.0649 0.6691 1.1326 0.5386 0.4901 0.5311
"GCF_000175095.2_ASM17509v2" 0.5148 0.863 0.2412 1.1989 0.1546 0.2543 -0.2123 0.8365 1.1922 0.9717 0.5963 0.6784
"GCF_000219585.1_ASM21958v1" 0.4291 0.1668 0.6515 0.938 0.345 -0.3462 -0.3955 0.2392 0.3569 0.7018 0.5459 0.6364
"GCF_000009145.1_ASM914v1" 0.9124 0.6122 0.9395 0.8616 0.5843 0.4578 0.0696 0.7312 0.4679 0.7363 0.5394 0.7662
"GCF_000014765.1_ASM1476v1" 1.2768 1.2435 0.8855 1.2488 0.3955 0.5517 0.1852 1.426 0.3136 0.8117 0.6564 0.9975
"GCF_000014865.1_ASM1486v1" 0.361 0.5004 0.4802 0.2128 -0.5228 -0.428 -0.6255 0.8547 0.9306 0.9394 0.6235 0.4405
"GCF_000283515.1_ASM28351v1" -0.3451 0.081 1.5713 0.5139 1.3875 1.1162 0.2282 0.4714 0.9886 3.0234 0.8731 0.738
"GCF_000091125.1_ASM9112v1" 0.0215 0.5403 1.5826 0.6629 1.0708 1.2622 -0.5871 0.8704 1.3592 1.8076 0.9066 0.8586
"GCF_000013005.1_ASM1300v1" 0.3764 1.0497 1.6496 0.8301 1.3287 1.1097 -0.4874 0.7022 0.3849 1.1789 0.7811 0.944
"GCF_000253255.1_ASM25325v1" 1.4168 1.8641 2.8474 1.7923 3.4625 2.4093 -0.2717 1.3579 0.7621 1.8064 0.9875 1.6683
"GCF_000013325.1_ASM1332v1" 0.8654 1.5155 3.4969 1.8687 3.8529 2.1861 -0.5402 1.0923 1.3409 2.1978 1.0645 1.7895
"GCF_000013985.1_ASM1398v1" -0.5585 0.067 0.929 0.6398 1.617 1.0248 -0.555 0.726 2.127 1.9088 0.5326 0.4779
"GCF_000218875.1_ASM21887v1" 1.2041 1.2436 2.4492 1.9152 2.5086 0.9253 -0.9032 0.6338 1.0208 1.8351 1.2671 1.6905
"GCF_000007105.1_ASM710v1" 1.067 0.9783 1.8731 1.9355 2.3575 0.4584 -1.8499 0.8112 2.1721 0.8222 0.7329 1.3361
"GCF_000016765.1_ASM1676v1" 0.0815 0.4334 2.2015 0.7627 1.6134 1.6049 0.4083 0.8577 0.9387 1.4478 1.5505 1.2631
"GCF_000024465.1_ASM2446v1" 0.3262 -0.0688 0.3639 0.2753 1.0891 0.2375 -0.3333 0.4512 -0.4664 1.1379 0.5321 0.3925
"GCF_000226315.1_ASM22631v1" 0.9347 1.5462 2.1354 1.7599 0.1714 -0.2082 -0.6903 0.7165 Inf 0.5192 0.6955 1.3176
"GCF_000016185.1_ASM1618v1" 0.8107 0.4811 2.3428 1.4661 0.1859 1.2424 0.5504 0.5769 Inf 1.4675 1.5795 1.6317
"GCF_000010725.1_ASM1072v1" 0.4449 0.8173 1.6435 0.9989 1.5354 1.4319 0.3229 0.8343 0.9387 1.012 1.4383 1.205
"GCA_000632475.2_ASM63247v2" 0.7287 1.0227 2.1397 1.4034 1.7377 1.8163 0.1301 0.6442 1.3505 1.0196 0.9582 1.2908
"GCF_000283655.1_ASM28365v1" 0.5134 1.0666 2.0556 1.2405 2.1819 1.7197 -0.1908 0.5877 Inf 2.4952 0.856 1.1746
"GCF_000009985.1_ASM998v1" 0.6151 1.2833 1.9518 1.3017 2.2677 1.9731 -0.0856 0.5932 0.5609 2.4001 1.3179 1.3291
"GCF_000225955.1_ASM22595v1" 0.0874 -0.0082 1.3972 0.2124 1.0537 0.7642 -0.1176 0.2731 1.0674 1.6378 0.5132 0.5735
"GCF_000013085.1_ASM1308v1" 0.0862 -0.0714 1.3209 0.1519 0.9882 0.7594 -0.1191 0.2434 1.1021 1.6552 0.5276 0.5507
"GCF_000011685.1_ASM1168v1" 0.5693 1.2923 2.1154 1.6065 1.2577 3.1327 -0.0639 0.7381 0.7985 1.679 1.3287 1.4512
"GCF_000021325.1_ASM2132v1" 0.3668 -0.1537 1.8545 0.7377 1.7227 1.7441 0.0185 0.5238 1.6411 0.6301 0.8462 0.9692
"GCF_000010965.1_ASM1096v1" 1.1021 1.0104 0.8513 1.6705 3.3486 0.5778 -1.6881 1.0373 0.5075 0.7987 0.769 1.0617
"GCF_000202835.1_ASM20283v1" 0.7355 0.6653 2.2456 1.1162 1.8562 1.0155 0.1724 0.9982 1.9153 1.197 1.1647 1.3397
"GCF_000014285.1_ASM1428v1" 0.5274 0.7964 1.9375 0.9507 2.0845 1.3984 -0.5919 0.6213 0.7255 1.4471 0.7808 1.0348
"GCF_000152825.2_ASM15282v2" -0.1588 0.5408 0.2889 0.4178 0.1667 -0.205 -0.4851 0.3137 0.0701 0.2185 0.3813 0.262
"GCF_000013025.1_ASM1302v1" 0.0713 0.7288 1.5312 0.5313 0.9322 0.1527 -0.4135 0.5078 -0.0122 1.5658 1.2307 0.941
"GCF_000023785.1_ASM2378v1" 1.7944 2.9746 1.6421 2.1947 -0.2172 -0.7022 -0.194 1.1055 -2.3618 1.0713 1.073 1.6076
"GCF_000014745.1_ASM1474v1" 0.6292 0.5285 1.7667 0.3384 0.8283 0.6106 -0.3267 0.2685 0.3735 0.7135 1.2381 1.1034
"GCF_000017265.1_ASM1726v1" 0.9506 1.4478 1.6593 1.9394 1.0712 0.9203 -0.3564 0.9221 Inf Inf 1.2178 1.4328
"GCF_000019145.1_ASM1914v1" 0.5173 1.6603 1.8646 0.9931 0.0752 1.8989 -0.7878 1.0173 1.0243 1.9158 1.1979 1.2053
"GCF_000092285.1_ASM9228v1" 1.4319 2.1266 1.8394 1.1941 -0.2492 1.5741 -1.1976 1.3913 0.8335 Inf 0.9794 1.3094
"GCF_000006905.1_ASM690v1" 1.0255 1.7495 2.3187 1.8082 0.2835 1.2913 -1.0058 1.3051 1.648 Inf 1.0263 1.468
"GCF_000175215.2_ASM17521v2" 0.6276 1.1689 1.6963 1.2055 0.2803 1.7724 -0.878 0.9302 0.4869 1.0357 1.159 1.2028
"GCF_000144605.1_ASM14460v1" 0.5235 2.8558 2.3261 1.6437 -0.1444 1.353 -0.5881 1.2563 1.5088 0.8384 0.4757 1.1668
"GCF_000016405.1_ASM1640v1" 0.4058 1.0157 1.6413 1.6418 0.7447 0.532 -0.4912 0.8435 1.8434 Inf 0.7408 1.0908
"GCF_000015985.1_ASM1598v1" 0.4209 0.4754 1.4728 1.0535 1.1637 0.2369 -0.7059 0.5461 0.5931 0.4662 1.1328 1.0731
"GCF_000203895.1_ASM20389v1" -0.2154 0.1507 1.2477 0.9819 0.7852 0.5874 -0.0753 0.5796 0.7387 1.033 1.0374 0.8716
"GCF_000021865.1_ASM2186v1" 0.1151 0.9735 1.1686 1.5041 0.0399 -0.1181 -1.0065 0.6275 2.6424 0.4585 1.0577 1.0253
"GCF_000164885.1_ASM16488v1" 1.445 1.2102 0.717 1.9943 -1.0617 -0.2191 -0.997 1.1017 0.1043 1.2824 1.2592 1.3401
"GCF_000223375.1_ASM22337v1" 1.4502 1.3499 0.6045 1.5431 -0.9376 0.2254 -0.5148 1.2232 0.3751 1.5223 1.0106 1.1303
"GCF_000013565.1_ASM1356v1" 0.5227 0.5589 0.7705 0.6974 1.0227 0.2384 -0.2834 0.4557 1.0821 0.8397 0.9089 0.7601
"GCF_000011965.2_ASM1196v2" 0.0363 0.4756 1.0565 1.2273 0.7515 0.549 -0.6617 0.9167 0.3837 1.8845 0.9468 0.9074
"GCF_000511355.1_ASM51135v1" 0.5789 0.8892 0.9161 1.7106 0.986 -0.0957 -0.677 1.1722 0.922 1.4542 0.9278 1.0473
"GCF_000014065.1_ASM1406v1" 1.2227 2.8478 1.4259 2.3346 1.2199 -0.1787 -0.7254 1.5583 0.068 Inf 1.2401 1.5253
"GCF_000014045.1_ASM1404v1" 0.0268 0.0984 0.0949 0.9889 0.242 -0.0653 -0.3434 0.2628 0.8792 0.7929 0.3352 0.3485
"GCF_000017565.1_ASM1756v1" 0.0377 0.0989 1.3915 0.4602 1.6729 0.9903 -0.2219 0.503 1.0057 2.0226 0.8576 0.7661
"GCF_000166055.1_ASM16605v1" 0.2399 0.1283 1.2825 1.2288 0.7647 1.2942 -0.3737 0.7222 0.5693 1.7745 0.4856 0.7852
"GCA_000230975.3_ASM23097v3" 0.3708 0.5599 1.2811 1.1063 1.8333 0.8517 0.0634 0.5666 1.0517 1.0413 0.9468 0.9574
"GCF_000143145.1_ASM14314v1" 0.4081 0.3816 1.3065 1.2088 1.628 1.1491 -0.103 0.5828 2.2646 0.5191 0.7901 0.9304
"GCF_000253295.1_ASM25329v1" 0.5548 0.4698 1.3839 1.5239 1.8465 1.1454 -0.1054 0.6536 1.1477 1.3284 0.9564 1.1074
"GCF_000230555.1_ASM23055v1" 0.646 1.295 1.4115 0.5355 1.2953 0.6417 -0.5894 0.3306 0.8117 1.0603 0.8281 0.8809
"GCF_000192745.1_ASM19274v1" 0.9157 0.6644 1.9342 0.9404 2.7613 1.2283 -0.0692 0.7662 2.1054 0.8101 0.8021 1.1635
"GCF_000236645.1_ASM23664v1" 1.979 1.8302 1.3034 1.7017 3.3252 -0.2134 -0.8193 1.23 -0.6875 1.164 1.1399 1.4697
"GCF_000014245.1_ASM1424v1" -0.0999 0.1038 1.1642 0.3181 1.5696 0.9868 0.4405 0.4999 Inf 0.2699 0.7926 0.6171
"GCF_000009625.1_ASM962v1" 0.1632 0.3963 1.4411 0.4468 1.9853 1.3313 -0.1729 0.4087 1.3591 0.6986 1.0065 0.8546
"GCF_000176035.2_ASM17603v2" 0.2415 0.5722 1.4642 0.7673 2.0016 1.3486 -0.1925 0.5117 2.6282 1.0347 1.2504 1.0395
"GCA_000230995.3_ASM23099v3" 0.2531 0.5716 1.4465 0.8397 2.142 1.2267 -0.1763 0.5686 2.5023 0.949 0.9141 0.9013
"GCF_000185905.1_ASM18590v1" 0.1388 0.4269 1.2141 0.6625 1.8433 1.2307 -0.2032 0.5051 2.056 1.6854 0.8699 0.7849
"GCF_000017405.1_ASM1740v1" 1.2395 0.8973 1.615 1.532 2.1812 1.7975 -0.9342 0.8692 1.592 1.963 1.0342 1.2925
"GCF_000227645.1_ASM22764v1" 0.5483 0.2965 1.1409 0.6815 2.2217 1.8201 -0.9157 0.7252 1.1466 0.4775 0.5622 0.7027
"GCF_000192725.1_ASM19272v1" 0.6386 0.3894 1.0461 0.7083 2.5054 1.851 -0.9661 0.7748 1.0843 1.1377 0.5919 0.7163
"GCF_000018545.1_ASM1854v1" 0.514 0.4479 1.7425 1.0536 2.2366 1.6167 -0.5242 0.7467 1.5444 1.0179 0.9473 1.0741
"GCF_000017145.1_ASM1714v1" 0.2563 0.2968 0.959 0.8805 1.5902 1.1969 -0.5793 0.6017 1.2006 1.0416 0.5395 0.6617
"GCA_000147775.3_ASM14777v3" 0.4479 0.6612 1.4337 0.9759 2.0882 1.5126 -0.576 0.6282 1.5268 1.5444 0.6801 0.873
"GCF_000016285.1_ASM1628v1" 0.6818 -0.0795 0.918 0.5031 1.6173 1.3174 -0.9468 0.5012 0.9923 1.214 0.4798 0.6168
"GCF_000192635.1_ASM19263v1" 1.0927 0.8152 0.9894 1.7101 3.0615 1.9252 -0.9749 1.114 1.5832 2.2375 0.934 1.1434
"GCF_000092025.1_ASM9202v1" 0.8818 0.9917 1.5728 1.226 2.3097 2.0603 -0.8658 0.9265 1.1021 1.52 0.8173 1.073
"GCF_000021345.1_ASM2134v1" 0.6344 0.1282 1.5482 0.9671 1.9323 1.6511 -0.7998 0.6181 1.6278 0.942 0.4244 0.8199
"GCF_000020265.1_ASM2026v1" 0.454 0.2104 1.4711 1.0509 2.2151 1.9836 -0.7905 0.5629 2.7027 0.7869 0.6882 0.8957
"GCF_000092045.1_ASM9204v1" 0.5378 0.5388 1.6021 0.725 2.3711 1.3666 -0.8662 0.6795 1.7773 0.6482 0.5717 0.82
"GCF_000023185.1_ASM2318v1" 0.4658 0.3802 1.3389 0.9608 1.96 1.5954 -0.7898 0.8012 1.7635 1.1733 0.643 0.83
"GCF_000520875.1_ASM52087v1" 0.5735 0.2201 1.6719 0.9638 2.0265 1.8287 -0.8533 0.8049 1.3089 1.3182 0.4752 0.8527
"GCF_000517605.1_ASM51760v1" 0.6054 0.1788 1.621 0.9539 1.7693 1.4609 -0.7005 0.6788 2.2063 1.3662 0.725 0.9517
"GCF_000009265.1_ASM926v1" 0.5149 0.4194 1.2051 0.9998 1.8442 1.6699 -0.7339 0.6662 1.5013 0.9105 0.6845 0.8342
"GCF_000016265.1_ASM1626v1" 0.9842 0.4612 1.4304 1.1887 1.8719 1.7645 -1.0417 0.961 1.593 2.1518 0.7694 1.0427
"GCF_000019365.1_ASM1936v1" 0.5871 0.5398 2.2315 1.0694 1.1326 1.5918 0.4802 0.5445 1.0484 2.489 1.2669 1.3375
"GCF_000022085.1_ASM2208v1" 0.5604 0.5915 1.937 1.1707 1.1629 1.7745 0.6547 0.5941 1.5164 1.3731 1.5322 1.3899
"GCF_000019725.1_ASM1972v1" 0.9794 1.0591 2.0401 1.108 1.7386 1.3968 0.6701 0.5481 0.7599 1.3254 0.8828 1.2076
"GCF_000019945.1_ASM1994v1" 0.7324 0.8633 1.9928 0.9069 1.8028 1.5224 0.4483 0.567 1.6318 1.8795 0.7738 1.061
"GCF_000021845.1_ASM2184v1" 0.7237 0.896 1.5745 1.1207 1.4918 1.5872 0.3523 0.3901 1.531 2.191 1.0346 1.1276
"GCF_000019845.1_ASM1984v1" 0.1193 0.4528 1.6363 0.7337 0.9992 1.0041 -0.3501 0.4648 1.1985 1.7139 0.8112 0.8888
"GCF_000021745.1_ASM2174v1" -0.1852 -0.0697 0.9516 0.0914 1.101 0.6777 -0.0952 0.2653 1.7729 1.1322 0.5053 0.4181
"GCF_000092925.1_ASM9292v1" 0.6052 0.5737 1.7133 0.7227 2.0752 1.5503 0.0887 0.8328 1.5333 0.5321 1.4351 1.2081
"GCF_000017645.1_ASM1764v1" 0.3366 0.5142 1.788 0.7627 2.0943 1.2493 0.0875 0.8342 2.1902 0.2572 1.0592 1.038
"GCF_000010525.1_ASM1052v1" 0.2516 1.0979 1.6794 0.4933 1.3189 0.8111 0.0029 0.5438 1.1597 2.058 0.7127 0.8196
"GCF_000218585.1_ASM21858v1" 0.4563 0.7226 1.3257 1.1463 1.8865 1.4443 -0.0835 0.8119 0.5584 0.7549 0.3962 0.7772
"GCF_000013885.1_ASM1388v1" 0.2187 0.2972 1.5158 0.7148 1.6551 1.2539 0.0393 0.545 0.5536 1.0163 0.5665 0.7405
"GCF_000012725.1_ASM1272v1" 0.8263 0.36 0.8213 0.7724 0.4891 1.1982 0.0671 0.2785 1.2404 0.0091 0.2386 0.5876
"GCF_000020445.1_ASM2044v1" 0.7992 0.7955 1.8687 1.1157 2.0554 1.8291 -0.2381 0.9097 1.1091 1.8268 0.6108 1.0396
"GCF_000177255.2_ASM17725v2" 0.609 0.6859 1.8183 1.1325 1.9892 1.339 -0.1986 0.8808 1.5438 1.376 0.7433 1.0514
"GCF_000013685.1_ASM1368v1" 0.4274 0.4295 1.6 1.0042 1.7052 1.0526 -0.1403 0.6701 1.9505 1.7713 0.6669 0.9045
"GCF_000013365.1_ASM1336v1" 0.6298 0.6584 1.6374 1.029 1.849 1.1914 -0.2385 0.6897 0.8132 2.4669 0.6976 0.9743
"GCF_000014825.1_ASM1482v1" 0.3284 0.2142 1.6702 0.9063 1.5359 1.2565 -0.2674 0.5151 1.1331 0.7393 0.4343 0.8009
"GCF_000013745.1_ASM1374v1" 0.6152 0.3056 1.7737 1.3552 1.3393 1.3432 -0.4638 0.6966 1.1652 0.2423 0.5214 1.0028
"GCF_000015165.1_ASM1516v1" 0.2416 0.2985 1.6229 0.716 1.6895 1.3039 0.2472 0.7042 1.2192 1.3455 0.832 0.9034
"GCF_000026145.1_ASM2614v1" 0.5521 0.5953 1.4555 1.1394 1.2504 1.3337 0.0427 0.9411 1.228 2.0281 0.8441 1.0084
